CAD Event Number,CAD Event Clearance Description,Call Type,Priority,Initial Call Type,Final Call Type,CAD Event Original Time Queued,CAD Event Arrived Time,Dispatch Precinct,Dispatch Sector,Dispatch Beat,Dispatch Longitude,Dispatch Latitude,Dispatch Reporting Area,CAD Event Response Category,Call Sign Dispatch ID,Call Sign Dispatch Time,First CARE Call Sign At Scene Time,First CARE Call Sign Dispatch Time,First Co-Response Call Sign At Scene Time,First Co-Response Call Sign Dispatch Time,First SPD Call Sign at Scene Time,First SPD Call Sign Dispatch Time,Last CARE Call Sign In-Service Time,Last Co-Response Call Sign In-Service Time,Last SPD Call Sign In-Service Time,CARE Call Sign Total Service Time (s),Co-Response Call Sign Total Service Time (s),SPD Call Sign Total Service Time (s),Call Sign Total Service Time (s),First CARE Call Sign Dispatch Delay Time (s),First CARE Call Sign Response Time (s),First Co-Response Call Sign Dispatch Delay Time (s),First Co-Response Call Sign Response Time (s),First SPD Call Sign Dispatch Delay Time (s),First SPD Call Sign Response Time (s),Call Sign Dispatch Delay Time (s),Call Sign Response Time (s),Call Sign at Scene Time,CAD Event First Response Time (s),Call Sign In-Service Time,Call Type Indicator,Dispatch Neighborhood,Call Type Received Classification
2025000091579,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,04/06/2025 08:48:27 AM,04/06/2025 08:48:27 AM,EAST,CHARLIE,C2,,,,SPD,2025000091579HBR6,04/06/2025 08:48:27 AM,,,,,04/06/2025 08:48:27 AM,04/06/2025 08:48:27 AM,,,04/06/2025 10:01:19 AM,,,4372,4372,,,,,0,0,0,0,04/06/2025 08:48:27 AM,0,04/06/2025 10:01:19 AM,ONVIEW,-,OFFICER_GENERATED
2024000355732,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - HOSPITAL GUARD,ASSIGNED DUTY - HOSPITAL GUARD,12/19/2024 10:59:40 AM,12/19/2024 10:59:40 AM,EAST,GEORGE,G1,,,,SPD,20240003557321E11,12/19/2024 10:59:40 AM,,,,,12/19/2024 10:59:40 AM,12/19/2024 10:59:40 AM,,,12/19/2024 06:34:54 PM,,,47451,7380,,,,,0,0,0,0,12/19/2024 10:59:40 AM,0,12/19/2024 01:02:40 PM,ONVIEW,-,OFFICER_GENERATED
2025000021053,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",01/23/2025 09:24:56 AM,01/23/2025 09:24:56 AM,NORTH,UNION,U3,,,,SPD,20250000210531J07,01/23/2025 09:24:56 AM,,,,,01/23/2025 09:24:56 AM,01/23/2025 09:24:56 AM,,,01/23/2025 01:55:10 PM,,,16214,16214,,,,,0,0,0,0,01/23/2025 09:24:56 AM,0,01/23/2025 01:55:10 PM,ONVIEW,-,OFFICER_GENERATED
2024000141832,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,ASSIGNED DUTY - SEATTLE CENTER EVENT,05/25/2024 08:54:47 AM,05/25/2024 08:54:53 AM,WEST,QUEEN,Q3,,,,SPD,2024000141832I20,05/25/2024 11:35:53 AM,,,,,05/25/2024 08:54:53 AM,05/25/2024 08:54:53 AM,,,05/25/2024 10:29:15 PM,,,763257,51634,,,,,6,6,9666,9666,05/25/2024 11:35:53 AM,6,05/25/2024 10:22:33 PM,DISPATCH,-,COMMUNITY_GENERATED
2024000146393,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,05/30/2024 09:16:43 AM,05/30/2024 09:16:43 AM,EAST,EDWARD,E3,,,,SPD,2024000146393V7941,05/30/2024 09:16:43 AM,,,,,05/30/2024 09:16:43 AM,05/30/2024 09:16:43 AM,,,05/30/2024 12:55:27 PM,,,13124,13124,,,,,0,0,0,0,05/30/2024 09:16:43 AM,0,05/30/2024 12:55:27 PM,ONVIEW,-,OFFICER_GENERATED
2024000212714,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,07/31/2024 12:13:25 PM,07/31/2024 12:13:25 PM,EAST,GEORGE,G2,,,,SPD,20240002127142G14,07/31/2024 12:13:25 PM,,,,,07/31/2024 12:13:25 PM,07/31/2024 12:13:25 PM,,,07/31/2024 01:01:34 PM,,,5778,5778,,,,,0,0,0,0,07/31/2024 12:13:25 PM,0,07/31/2024 01:01:34 PM,ONVIEW,-,OFFICER_GENERATED
2024000198048,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - HOSPITAL GUARD,"ASSAULTS, OTHER",07/18/2024 05:52:11 AM,07/18/2024 05:52:11 AM,EAST,GEORGE,G1,,,,SPD,20240001980481S33,07/18/2024 05:52:11 AM,,,,,07/18/2024 06:23:05 AM,07/18/2024 05:52:11 AM,,,07/18/2024 08:07:15 AM,,,8104,8104,,,,,0,1854,0,1854,07/18/2024 06:23:05 AM,0,07/18/2024 08:07:15 AM,ONVIEW,-,OFFICER_GENERATED
2024000126937,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,ASSIGNED DUTY - OTHER ESCORT,05/10/2024 11:04:43 AM,05/10/2024 12:43:41 PM,WEST,MARY,M2,,,,SPD,20240001269374A,05/11/2024 05:56:56 AM,,,,,05/10/2024 12:43:41 PM,05/10/2024 12:43:41 PM,,,05/11/2024 05:10:05 PM,,,2518068,35300,,,,,5938,5938,67933,,,5938,05/11/2024 03:45:16 PM,DISPATCH,-,COMMUNITY_GENERATED
2024000140281,RESPONDING UNIT(S) CANCELLED BY RADIO,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,05/23/2024 06:36:54 PM,05/23/2024 06:36:54 PM,WEST,MARY,M2,,,,SPD,2024000140281V8373,05/23/2024 06:36:54 PM,,,,,05/23/2024 06:36:54 PM,05/23/2024 06:36:54 PM,,,05/23/2024 07:28:45 PM,,,3111,3111,,,,,0,0,0,0,05/23/2024 06:36:54 PM,0,05/23/2024 07:28:45 PM,ONVIEW,-,OFFICER_GENERATED
2025000030174,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",OFF DUTY EMPLOYMENT,02/01/2025 04:21:14 PM,02/01/2025 04:21:14 PM,SOUTH,SAM,S2,,,,SPD,2025000030174V8742,02/01/2025 04:21:14 PM,,,,,02/01/2025 04:21:14 PM,02/01/2025 04:21:14 PM,,,02/01/2025 08:15:07 PM,,,14033,14033,,,,,0,0,0,0,02/01/2025 04:21:14 PM,0,02/01/2025 08:15:07 PM,ONVIEW,-,OFFICER_GENERATED
2024000136685,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,05/20/2024 07:02:48 AM,05/20/2024 07:02:48 AM,UNKNOWN,,HS,,,,SPD,2024000136685HBR4,05/20/2024 07:02:48 AM,,,,,05/20/2024 07:02:48 AM,05/20/2024 07:02:48 AM,,,05/20/2024 07:04:29 AM,,,101,101,,,,,0,0,0,0,05/20/2024 07:02:48 AM,0,05/20/2024 07:04:29 AM,ONVIEW,-,OFFICER_GENERATED
2024000156058,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - MEET W/ SUPERVISOR (OUT OF SVC),ASSIGNED DUTY - DETAIL BY SUPERVISOR,06/08/2024 08:02:45 PM,06/08/2024 08:02:45 PM,EAST,EDWARD,E2,,,,SPD,20240001560583C01,06/08/2024 08:02:45 PM,,,,,06/08/2024 08:02:45 PM,06/08/2024 08:02:45 PM,,,06/09/2024 01:46:53 AM,,,41296,41296,,,,,0,0,0,0,06/08/2024 08:02:45 PM,0,06/09/2024 01:46:53 AM,ONVIEW,-,OFFICER_GENERATED
2024000168494,PHYSICAL ARREST MADE,ONVIEW,9,ASSIGNED DUTY - HOSPITAL GUARD,DV - DOMESTIC VIOL/ASLT (ARREST MANDATORY),06/21/2024 03:08:46 AM,06/21/2024 03:08:46 AM,EAST,GEORGE,G1,,,,SPD,20240001684941O09,06/21/2024 04:48:32 AM,,,,,06/21/2024 03:08:46 AM,06/21/2024 03:08:46 AM,,,06/21/2024 05:55:15 AM,,,4711,4003,,,,,0,0,5986,6385,06/21/2024 04:55:11 AM,0,06/21/2024 05:55:15 AM,ONVIEW,-,OFFICER_GENERATED
2024000328239,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,11/20/2024 07:10:48 AM,11/20/2024 07:10:48 AM,EAST,EDWARD,E2,,,,SPD,2024000328239V9715,11/20/2024 07:10:48 AM,,,,,11/20/2024 07:10:48 AM,11/20/2024 07:10:48 AM,,,11/20/2024 03:41:25 PM,,,30637,30637,,,,,0,0,0,0,11/20/2024 07:10:48 AM,0,11/20/2024 03:41:25 PM,ONVIEW,-,OFFICER_GENERATED
2024000294071,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,10/16/2024 03:33:43 PM,10/16/2024 03:33:43 PM,WEST,MARY,M2,,,,SPD,2024000294071V7203,10/16/2024 03:33:43 PM,,,,,10/16/2024 03:33:43 PM,10/16/2024 03:33:43 PM,,,10/16/2024 08:32:18 PM,,,17915,17915,,,,,0,0,0,0,10/16/2024 03:33:43 PM,0,10/16/2024 08:32:18 PM,ONVIEW,-,OFFICER_GENERATED
2025000033348,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - MEET W/ SUPERVISOR (OUT OF SVC),ASSIGNED DUTY - MEET W/ SUPERVISOR (OUT OF SVC),02/05/2025 11:06:27 AM,02/05/2025 11:06:27 AM,EAST,EDWARD,E2,,,,SPD,2025000033348CRT8,02/05/2025 11:06:27 AM,,,,,02/05/2025 11:06:27 AM,02/05/2025 11:06:27 AM,,,02/05/2025 11:39:36 PM,,,98920,9576,,,,,0,0,0,0,02/05/2025 11:06:27 AM,0,02/05/2025 01:46:03 PM,ONVIEW,-,OFFICER_GENERATED
2024000152330,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,06/05/2024 10:08:25 AM,06/05/2024 10:08:25 AM,SOUTH,ROBERT,R2,,,,SPD,2024000152330V8127,06/05/2024 10:08:25 AM,,,,,06/05/2024 10:08:25 AM,06/05/2024 10:08:25 AM,,,06/05/2024 03:00:03 PM,,,17498,17498,,,,,0,0,0,0,06/05/2024 10:08:25 AM,0,06/05/2024 03:00:03 PM,ONVIEW,-,OFFICER_GENERATED
2024000123142,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",ASSIST PUBLIC - OTHER (NON-SPECIFIED),05/06/2024 04:05:18 PM,05/06/2024 04:05:18 PM,EAST,GEORGE,G2,,,,SPD/CARE Co-Response,2024000123142CARE13,05/06/2024 04:05:18 PM,05/06/2024 04:05:18 PM,05/06/2024 04:05:18 PM,05/06/2024 04:05:18 PM,05/06/2024 04:05:18 PM,,,05/06/2024 08:10:08 PM,05/06/2024 08:17:43 PM,,26785,76145,,14690,0,0,0,0,,,0,0,05/06/2024 04:05:18 PM,0,05/06/2024 08:10:08 PM,ONVIEW,-,OFFICER_GENERATED
2024000319429,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,11/11/2024 06:00:54 AM,11/11/2024 06:00:54 AM,WEST,DAVID,D2,,,,SPD,2024000319429TRUC5,11/11/2024 06:00:54 AM,,,,,11/11/2024 06:00:54 AM,11/11/2024 06:00:54 AM,,,11/11/2024 01:01:29 PM,,,6261,6261,,,,,0,0,0,0,11/11/2024 06:00:54 AM,0,11/11/2024 01:01:29 PM,ONVIEW,-,OFFICER_GENERATED
2024000322766,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,DIRECTED PATROL ACTIVITY,11/14/2024 01:54:19 PM,11/14/2024 01:54:19 PM,WEST,KING,K3,,,,SPD,20240003227662E3,11/14/2024 01:54:19 PM,,,,,11/14/2024 01:54:19 PM,11/14/2024 01:54:19 PM,,,11/14/2024 08:10:32 PM,,,22432,22432,,,,,0,0,0,0,11/14/2024 01:54:19 PM,0,11/14/2024 08:10:32 PM,ONVIEW,-,OFFICER_GENERATED
2024000169273,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,06/21/2024 07:10:41 PM,06/21/2024 07:10:41 PM,NORTH,LINCOLN,L3,,,,SPD,2024000169273V4927,06/21/2024 07:10:41 PM,,,,,06/21/2024 07:10:41 PM,06/21/2024 07:10:41 PM,,,06/22/2024 12:21:34 AM,,,18653,18653,,,,,0,0,0,0,06/21/2024 07:10:41 PM,0,06/22/2024 12:21:34 AM,ONVIEW,-,OFFICER_GENERATED
2024000163400,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,06/15/2024 09:10:44 PM,06/15/2024 09:10:44 PM,SOUTH,ROBERT,R3,,,,SPD,2024000163400V7639,06/15/2024 09:10:44 PM,,,,,06/15/2024 09:10:44 PM,06/15/2024 09:10:44 PM,,,06/16/2024 12:04:36 AM,,,10432,10432,,,,,0,0,0,0,06/15/2024 09:10:44 PM,0,06/16/2024 12:04:36 AM,ONVIEW,-,OFFICER_GENERATED
2024000246765,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,PREMISE CHECKS - CRIME PREVENTION,08/31/2024 05:47:06 PM,08/31/2024 05:47:06 PM,NORTH,UNION,U3,,,,SPD,20240002467653U70,08/31/2024 05:47:06 PM,,,,,08/31/2024 05:47:06 PM,08/31/2024 05:47:06 PM,,,09/01/2024 03:03:45 AM,,,82910,24036,,,,,0,0,0,0,08/31/2024 05:47:06 PM,0,09/01/2024 12:27:42 AM,ONVIEW,-,OFFICER_GENERATED
2024000254178,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",09/07/2024 11:13:16 AM,09/07/2024 11:13:16 AM,WEST,KING,K3,,,,SPD,2024000254178V8736,09/07/2024 11:13:42 AM,,,,,09/07/2024 11:13:16 AM,09/07/2024 11:13:16 AM,,,09/07/2024 07:14:39 PM,,,53828,24977,,,,,0,0,26,26,09/07/2024 11:13:42 AM,0,09/07/2024 07:14:39 PM,ONVIEW,-,OFFICER_GENERATED
2025000012134,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,01/13/2025 11:30:44 PM,01/13/2025 11:30:44 PM,SOUTHWEST,FRANK,F1,,,,SPD,20250000121343W,01/13/2025 11:30:44 PM,,,,,01/13/2025 11:30:44 PM,01/13/2025 11:30:44 PM,,,01/14/2025 03:31:58 AM,,,14474,14474,,,,,0,0,0,0,01/13/2025 11:30:44 PM,0,01/14/2025 03:31:58 AM,ONVIEW,-,OFFICER_GENERATED
2025000016883,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)","ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)",01/18/2025 07:38:41 PM,01/18/2025 07:38:41 PM,NORTH,NORA,N3,,,,SPD,20250000168833L09,01/18/2025 07:38:41 PM,,,,,01/18/2025 07:38:41 PM,01/18/2025 07:38:41 PM,,,01/18/2025 07:44:32 PM,,,351,351,,,,,0,0,0,0,01/18/2025 07:38:41 PM,0,01/18/2025 07:44:32 PM,ONVIEW,-,OFFICER_GENERATED
2025000086276,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - REPORTS,ASSIGNED DUTY - REPORTS,04/01/2025 04:03:37 AM,04/01/2025 04:03:37 AM,WEST,DAVID,D2,,,,SPD,2025000086276V8616,04/01/2025 04:03:37 AM,,,,,04/01/2025 04:03:37 AM,04/01/2025 04:03:37 AM,,,04/01/2025 06:40:50 AM,,,9433,9433,,,,,0,0,0,0,04/01/2025 04:03:37 AM,0,04/01/2025 06:40:50 AM,ONVIEW,-,OFFICER_GENERATED
2024000200597,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",07/20/2024 08:52:21 AM,07/20/2024 08:52:38 AM,SOUTHWEST,WILLIAM,W2,,,,SPD,20240002005972Y70,07/20/2024 08:57:14 AM,,,,,07/20/2024 08:52:38 AM,07/20/2024 08:52:38 AM,,,07/20/2024 07:26:02 PM,,,235923,32864,,,,,17,17,293,293,07/20/2024 08:57:14 AM,17,07/20/2024 01:31:06 PM,DISPATCH,-,COMMUNITY_GENERATED
2024000232395,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - CENTURYLINK STADIUM,ASSIGNED DUTY - CENTURYLINK STADIUM,08/18/2024 03:25:51 PM,08/18/2024 03:25:51 PM,WEST,KING,K2,,,,SPD,2024000232395271,08/18/2024 03:25:51 PM,,,,,08/18/2024 03:25:51 PM,08/18/2024 03:25:51 PM,,,08/18/2024 10:34:39 PM,,,25728,25728,,,,,0,0,0,0,08/18/2024 03:25:51 PM,0,08/18/2024 10:34:39 PM,ONVIEW,-,OFFICER_GENERATED
2024000282249,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",10/04/2024 03:53:33 PM,10/04/2024 03:53:33 PM,NORTH,NORA,N2,,,,SPD,2024000282249V8421,10/04/2024 04:32:28 PM,,,,,10/04/2024 03:53:33 PM,10/04/2024 03:53:33 PM,,,10/05/2024 12:19:21 AM,,,43278,28013,,,,,0,0,2335,2335,10/04/2024 04:32:28 PM,0,10/05/2024 12:19:21 AM,ONVIEW,-,OFFICER_GENERATED
2024000305483,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - IN-SERVICE TRAINING,ASSIGNED DUTY - IN-SERVICE TRAINING,10/28/2024 12:39:14 AM,10/28/2024 12:39:14 AM,NORTH,NORA,N3,,,,SPD,20240003054833L09,10/28/2024 12:39:14 AM,,,,,10/28/2024 12:39:14 AM,10/28/2024 12:39:14 AM,,,10/28/2024 01:29:14 AM,,,3000,3000,,,,,0,0,0,0,10/28/2024 12:39:14 AM,0,10/28/2024 01:29:14 AM,ONVIEW,-,OFFICER_GENERATED
2025000076128,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",03/21/2025 06:55:34 PM,03/21/2025 06:55:34 PM,NORTH,NORA,N1,,,,SPD,20250000761281J07,03/21/2025 06:55:34 PM,,,,,03/21/2025 06:55:34 PM,03/21/2025 06:55:34 PM,,,03/22/2025 12:03:43 AM,,,18489,18489,,,,,0,0,0,0,03/21/2025 06:55:34 PM,0,03/22/2025 12:03:43 AM,ONVIEW,-,OFFICER_GENERATED
2025000035671,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,02/07/2025 07:14:03 PM,02/07/2025 07:14:03 PM,EAST,GEORGE,G2,,,,SPD,2025000035671CSO1,02/07/2025 07:14:03 PM,,,,,02/07/2025 07:14:03 PM,02/07/2025 07:14:03 PM,,,02/08/2025 12:10:03 AM,,,17760,17760,,,,,0,0,0,0,02/07/2025 07:14:03 PM,0,02/08/2025 12:10:03 AM,ONVIEW,-,OFFICER_GENERATED
2024000172349,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,06/24/2024 03:46:02 PM,06/24/2024 03:46:02 PM,WEST,MARY,M2,,,,SPD,2024000172349V7203,06/24/2024 03:46:02 PM,,,,,06/24/2024 03:46:02 PM,06/24/2024 03:46:02 PM,,,06/24/2024 07:02:28 PM,,,11786,11786,,,,,0,0,0,0,06/24/2024 03:46:02 PM,0,06/24/2024 07:02:28 PM,ONVIEW,-,OFFICER_GENERATED
2024000177199,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,06/29/2024 05:32:18 AM,06/29/2024 05:32:18 AM,EAST,GEORGE,G1,,,,SPD,20240001771991E,06/29/2024 05:32:18 AM,,,,,06/29/2024 05:32:18 AM,06/29/2024 05:32:18 AM,,,06/29/2024 03:48:29 PM,,,36971,36971,,,,,0,0,0,0,06/29/2024 05:32:18 AM,0,06/29/2024 03:48:29 PM,ONVIEW,-,OFFICER_GENERATED
2024000224172,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,PREMISE CHECKS - CRIME PREVENTION,08/10/2024 08:41:10 PM,08/10/2024 08:41:10 PM,SOUTH,ROBERT,R3,,,,SPD,2024000224172V7639,08/10/2024 08:41:10 PM,,,,,08/10/2024 08:41:10 PM,08/10/2024 08:41:10 PM,,,08/10/2024 11:53:45 PM,,,11555,11555,,,,,0,0,0,0,08/10/2024 08:41:10 PM,0,08/10/2024 11:53:45 PM,ONVIEW,-,OFFICER_GENERATED
2024000243497,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,08/28/2024 05:59:09 PM,08/28/2024 05:59:09 PM,WEST,DAVID,D2,,,,SPD,2024000243497TRUC5,08/28/2024 05:59:09 PM,,,,,08/28/2024 05:59:09 PM,08/28/2024 05:59:09 PM,,,08/28/2024 06:29:46 PM,,,1837,1837,,,,,0,0,0,0,08/28/2024 05:59:09 PM,0,08/28/2024 06:29:46 PM,ONVIEW,-,OFFICER_GENERATED
2024000316740,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",11/08/2024 08:11:24 AM,11/08/2024 08:11:24 AM,SOUTH,SAM,S1,,,,SPD,2024000316740CSO33,11/08/2024 09:00:06 AM,,,,,11/08/2024 08:11:24 AM,11/08/2024 08:11:24 AM,,,11/08/2024 11:21:48 AM,,,12473,1049,,,,,0,0,2922,2922,11/08/2024 09:00:06 AM,0,11/08/2024 09:17:35 AM,ONVIEW,-,OFFICER_GENERATED
2024000321346,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,DIRECTED PATROL ACTIVITY,11/13/2024 06:45:11 AM,11/13/2024 06:45:12 AM,WEST,KING,K3,,,,SPD,20240003213461Q2,11/13/2024 06:45:12 AM,,,,,11/13/2024 06:45:12 AM,11/13/2024 06:45:12 AM,,,11/13/2024 09:53:31 AM,,,10996,10996,,,,,1,1,1,1,11/13/2024 06:45:12 AM,1,11/13/2024 09:53:31 AM,ONVIEW,-,OFFICER_GENERATED
2024000203037,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - CENTURYLINK STADIUM,ASSIST PUBLIC - OTHER (NON-SPECIFIED),07/22/2024 03:42:04 PM,07/22/2024 03:42:04 PM,WEST,KING,K2,,,,SPD,2024000203037T42,07/22/2024 03:42:04 PM,,,,,07/22/2024 03:42:04 PM,07/22/2024 03:42:04 PM,,,07/22/2024 10:28:07 PM,,,24363,24363,,,,,0,0,0,0,07/22/2024 03:42:04 PM,0,07/22/2024 10:28:07 PM,ONVIEW,-,OFFICER_GENERATED
2024000214665,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",08/02/2024 07:18:17 AM,08/02/2024 07:40:00 AM,SOUTH,ROBERT,R3,,,,SPD,2024000214665Z42,08/02/2024 07:53:31 AM,,,,,08/02/2024 07:40:00 AM,08/02/2024 07:40:00 AM,,,08/02/2024 09:13:12 PM,,,3189673,47963,,,,,1303,1303,2114,2114,08/02/2024 07:53:31 AM,1303,08/02/2024 09:12:54 PM,DISPATCH,-,COMMUNITY_GENERATED
2024000216802,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",08/04/2024 06:30:34 AM,08/04/2024 06:30:34 AM,UNKNOWN,,HS,,,,SPD,2024000216802HBR10,08/04/2024 06:30:34 AM,,,,,08/04/2024 06:30:34 AM,08/04/2024 06:30:34 AM,,,08/04/2024 07:50:17 PM,,,47983,47983,,,,,0,0,0,0,08/04/2024 06:30:34 AM,0,08/04/2024 07:50:17 PM,ONVIEW,-,OFFICER_GENERATED
2025000091731,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIST PUBLIC - OTHER (NON-SPECIFIED),04/06/2025 12:46:41 PM,04/06/2025 12:46:41 PM,WEST,MARY,M3,,,,SPD,20250000917312D,04/06/2025 12:46:43 PM,,,,,04/06/2025 12:46:41 PM,04/06/2025 12:46:41 PM,,,04/06/2025 01:02:59 PM,,,1738,976,,,,,0,0,2,2,04/06/2025 12:46:43 PM,0,04/06/2025 01:02:59 PM,ONVIEW,-,OFFICER_GENERATED
2024000305476,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)","ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)",10/28/2024 12:14:58 AM,10/28/2024 12:14:58 AM,NORTH,NORA,N3,,,,SPD,20240003054763L09,10/28/2024 12:14:58 AM,,,,,10/28/2024 12:14:58 AM,10/28/2024 12:14:58 AM,,,10/28/2024 12:38:59 AM,,,1441,1441,,,,,0,0,0,0,10/28/2024 12:14:58 AM,0,10/28/2024 12:38:59 AM,ONVIEW,-,OFFICER_GENERATED
2024000237228,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,08/22/2024 06:20:17 PM,08/22/2024 06:20:17 PM,WEST,MARY,M2,,,,SPD,2024000237228V8794,08/22/2024 06:20:17 PM,,,,,08/22/2024 06:20:17 PM,08/22/2024 06:20:17 PM,,,08/22/2024 10:02:18 PM,,,13321,13321,,,,,0,0,0,0,08/22/2024 06:20:17 PM,0,08/22/2024 10:02:18 PM,ONVIEW,-,OFFICER_GENERATED
2024000266939,ASSISTANCE RENDERED,ONVIEW,9,GAS/MAINTENANCE/WASH/GARAGE,GAS/MAINTENANCE/WASH/GARAGE,09/19/2024 03:26:29 PM,09/19/2024 03:26:29 PM,SOUTH,SAM,S1,,,,SPD,20240002669392S91,09/19/2024 03:26:29 PM,,,,,09/19/2024 03:26:29 PM,09/19/2024 03:26:29 PM,,,09/19/2024 08:53:56 PM,,,7290,7290,,,,,0,0,0,0,09/19/2024 03:26:29 PM,0,09/19/2024 08:53:56 PM,ONVIEW,-,OFFICER_GENERATED
